0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
500000.0,0.4043764660304215,0.3348825012978519,0.0444792478133069,0.051958556519556,1.0,1.5,1.0000000000000004e-06,0.0,1.82061785504427e-21,1.6370031265953986,0.0492366376540959,0.6416711700693031,0.1617903030935988,0.0416924514099231,0.00416924514099231,2.0,0.0674559557659555,299838.7440652358,0.198909083172271,9.211522519585746e-09,8.284618352937945e-07,0.2,5.0,1.871374942849715e+17,2.4808105698562096e+16,0.1379556739056123,0.4073542114448485,0.0481351408570356,0.0099999999999999,1.1404642118810832e-106,0.0053955684115056,0.2,0.1,7.897578373067587e+40
500000.0,0.4043764660304215,0.3348825012978519,0.0444792478133069,0.051958556519556,1.0,1.5,1.0000000000000004e-06,0.0,1.82061785504427e-21,1.6370031265953986,0.0492366376540959,0.6416711700693031,0.1617903030935988,0.0416924514099231,0.00416924514099231,2.0,0.0674559557659555,299838.7440652358,0.198909083172271,9.211522519585746e-09,8.284618352937945e-07,0.2,5.0,192812831359.00812,1494075793326.8433,0.1379556739056123,0.4073542114448485,0.0481351408570356,0.0099999999999999,1.1404642118810832e-106,0.0053955684115056,0.2,0.1,4.4859232407165834e+39
500000.0,0.4043764660304215,0.3348825012978519,0.0444792478133069,0.051958556519556,1.0,1.5,1.0000000000000004e-06,0.0,1.82061785504427e-21,1.6370031265953986,0.0492366376540959,0.6416711700693031,0.1617903030935988,0.0416924514099231,0.00416924514099231,2.0,0.0674559557659555,299838.7440652358,0.198909083172271,9.211522519585746e-09,8.284618352937945e-07,0.2,5.0,288510959963.10297,2.0382426969262077e+17,0.1379556739056123,0.4073542114448485,0.0481351408570356,0.0099999999999999,1.1404642118810832e-106,0.0053955684115056,0.2,0.1,8.177478203415893e+34
500000.0,0.4043764660304215,0.3348825012978519,0.0444792478133069,0.051958556519556,1.0,1.5,1.0000000000000004e-06,0.0,1.82061785504427e-21,1.6370031265953986,0.0492366376540959,0.6416711700693031,0.1617903030935988,0.0416924514099231,0.00416924514099231,2.0,0.0674559557659555,299838.7440652358,0.198909083172271,9.211522519585746e-09,8.284618352937945e-07,0.2,5.0,191074362.3474659,6399998.321012827,0.1379556739056123,0.4073542114448485,0.0481351408570356,0.0099999999999999,1.1404642118810832e-106,0.0053955684115056,0.2,0.1,6.27474689053039e+37
500000.0,0.4043764660304215,0.3348825012978519,0.0444792478133069,0.051958556519556,1.0,1.5,1.0000000000000004e-06,0.0,1.82061785504427e-21,1.6370031265953986,0.0492366376540959,0.6416711700693031,0.1617903030935988,0.0416924514099231,0.00416924514099231,2.0,0.0674559557659555,299838.7440652358,0.198909083172271,9.211522519585746e-09,8.284618352937945e-07,0.2,5.0,2.849490278802299e+25,2.4699267705604956e+19,0.1379556739056123,0.4073542114448485,0.0481351408570356,0.0099999999999999,1.1404642118810832e-106,0.0053955684115056,0.2,0.1,2.1225660506894387e+73
500000.0,0.4043764660304215,0.3348825012978519,0.0444792478133069,0.051958556519556,1.0,1.5,1.0000000000000004e-06,0.0,1.82061785504427e-21,1.6370031265953986,0.0492366376540959,0.6416711700693031,0.1617903030935988,0.0416924514099231,0.00416924514099231,2.0,0.0674559557659555,299838.7440652358,0.198909083172271,9.211522519585746e-09,8.284618352937945e-07,0.2,5.0,31722115657.3629,2.716861931815336e+16,0.1379556739056123,0.4073542114448485,0.0481351408570356,0.0099999999999999,1.1404642118810832e-106,0.0053955684115056,0.2,0.1,4.472257611265633e+73
500000.0,0.4043764660304215,0.3348825012978519,0.0444792478133069,0.051958556519556,1.0,1.5,1.0000000000000004e-06,0.0,1.82061785504427e-21,1.6370031265953986,0.0492366376540959,0.6416711700693031,0.1617903030935988,0.0416924514099231,0.00416924514099231,2.0,0.0674559557659555,299838.7440652358,0.198909083172271,9.211522519585746e-09,8.284618352937945e-07,0.2,5.0,1.9666034893013326e+22,1.4351566424862392e+17,0.1379556739056123,0.4073542114448485,0.0481351408570356,0.0099999999999999,1.1404642118810832e-106,0.0053955684115056,0.2,0.1,8.311302450382987e+43
500000.0,0.4043764660304215,0.3348825012978519,0.0444792478133069,0.051958556519556,1.0,1.5,1.0000000000000004e-06,0.0,1.82061785504427e-21,1.6370031265953986,0.0492366376540959,0.6416711700693031,0.1617903030935988,0.0416924514099231,0.00416924514099231,2.0,0.0674559557659555,299838.7440652358,0.198909083172271,9.211522519585746e-09,8.284618352937945e-07,0.2,5.0,2.376473872775087e+19,8.458258790304866e+16,0.1379556739056123,0.4073542114448485,0.0481351408570356,0.0099999999999999,1.1404642118810832e-106,0.0053955684115056,0.2,0.1,1.0035683874608178e+44
500000.0,0.4043764660304215,0.3348825012978519,0.0444792478133069,0.051958556519556,1.0,1.5,1.0000000000000004e-06,0.0,1.82061785504427e-21,1.6370031265953986,0.0492366376540959,0.6416711700693031,0.1617903030935988,0.0416924514099231,0.00416924514099231,2.0,0.0674559557659555,299838.7440652358,0.198909083172271,9.211522519585746e-09,8.284618352937945e-07,0.2,5.0,1.1877096919948958e+22,6.148151915344735e+17,0.1379556739056123,0.4073542114448485,0.0481351408570356,0.0099999999999999,1.1404642118810832e-106,0.0053955684115056,0.2,0.1,9.723635599125131e+39
500000.0,0.4043764660304215,0.3348825012978519,0.0444792478133069,0.051958556519556,1.0,1.5,1.0000000000000004e-06,0.0,1.82061785504427e-21,1.6370031265953986,0.0492366376540959,0.6416711700693031,0.1617903030935988,0.0416924514099231,0.00416924514099231,2.0,0.0674559557659555,299838.7440652358,0.198909083172271,9.211522519585746e-09,8.284618352937945e-07,0.2,5.0,6.676896372393486e+24,1.0799053062412542e+19,0.1379556739056123,0.4073542114448485,0.0481351408570356,0.0099999999999999,1.1404642118810832e-106,0.0053955684115056,0.2,0.1,2.694998208782624e+81
500000.0,0.4043764660304215,0.3348825012978519,0.0444792478133069,0.051958556519556,1.0,1.5,1.0000000000000004e-06,0.0,1.82061785504427e-21,1.6370031265953986,0.0492366376540959,0.6416711700693031,0.1617903030935988,0.0416924514099231,0.00416924514099231,2.0,0.0674559557659555,299838.7440652358,0.198909083172271,9.211522519585746e-09,8.284618352937945e-07,0.2,5.0,2.5771381699005093e+31,2017111185593.4749,0.1379556739056123,0.4073542114448485,0.0481351408570356,0.0099999999999999,1.1404642118810832e-106,0.0053955684115056,0.2,0.1,4.8811606588125915e+44
500000.0,0.4043764660304215,0.3348825012978519,0.0444792478133069,0.051958556519556,1.0,1.5,1.0000000000000004e-06,0.0,1.82061785504427e-21,1.6370031265953986,0.0492366376540959,0.6416711700693031,0.1617903030935988,0.0416924514099231,0.00416924514099231,2.0,0.0674559557659555,299838.7440652358,0.198909083172271,9.211522519585746e-09,8.284618352937945e-07,0.2,5.0,61493892327.76948,10004526692811.55,0.1379556739056123,0.4073542114448485,0.0481351408570356,0.0099999999999999,1.1404642118810832e-106,0.0053955684115056,0.2,0.1,6.859485482620277e+38
